Lugar de condena;Tipo de Delito;Periodo;
12 Galicia;1.2 Asesinato;2017;8
12 Galicia;1.2 Asesinato;2016;13
12 Galicia;1.2 Asesinato;2015;9
12 Galicia;1.2 Asesinato;2014;20
12 Galicia;1.2 Asesinato;2013;10
12 Galicia;1.3 Homicidio por imprudencia;2019;39
12 Galicia;1.3 Homicidio por imprudencia;2018;30
12 Galicia;1.3 Homicidio por imprudencia;2017;40
12 Galicia;1.3 Homicidio por imprudencia;2016;46
12 Galicia;1.3 Homicidio por imprudencia;2015;63
12 Galicia;1.3 Homicidio por imprudencia;2014;54
12 Galicia;1.3 Homicidio por imprudencia;2013;59
12 Galicia;1.4 Inducción al suicidio;2019;0
12 Galicia;1.4 Inducción al suicidio;2018;0
12 Galicia;1.4 Inducción al suicidio;2017;0
12 Galicia;1.4 Inducción al suicidio;2016;0
12 Galicia;1.4 Inducción al suicidio;2015;""
12 Galicia;1.4 Inducción al suicidio;2014;""
12 Galicia;1.4 Inducción al suicidio;2013;0
12 Galicia;3 Lesiones;2019;3.544
12 Galicia;3 Lesiones;2018;2.784
12 Galicia;3 Lesiones;2017;3.611
12 Galicia;3 Lesiones;2016;2.918
12 Galicia;3 Lesiones;2015;2.111
12 Galicia;3 Lesiones;2014;1.973
12 Galicia;3 Lesiones;2013;2.046
12 Galicia;6 Contra la libertad;2019;1.331
12 Galicia;6 Contra la libertad;2018;1.191
12 Galicia;6 Contra la libertad;2017;1.246
12 Galicia;6 Contra la libertad;2016;984
12 Galicia;6 Contra la libertad;2015;578
12 Galicia;6 Contra la libertad;2014;528
12 Galicia;6 Contra la libertad;2013;538
12 Galicia;6.2 Amenazas;2019;990
12 Galicia;6.2 Amenazas;2018;901
12 Galicia;6.2 Amenazas;2017;942
12 Galicia;6.2 Amenazas;2016;737
12 Galicia;6.2 Amenazas;2015;444
12 Galicia;6.2 Amenazas;2014;395
12 Galicia;6.2 Amenazas;2013;393
12 Galicia;6.9 Coacciones y detenciones ilegales;2019;341
12 Galicia;6.9 Coacciones y detenciones ilegales;2018;290
12 Galicia;6.9 Coacciones y detenciones ilegales;2017;304
12 Galicia;6.9 Coacciones y detenciones ilegales;2016;247
12 Galicia;6.9 Coacciones y detenciones ilegales;2015;134
12 Galicia;6.9 Coacciones y detenciones ilegales;2014;133
12 Galicia;6.9 Coacciones y detenciones ilegales;2013;145
12 Galicia;7 Torturas e integridad moral;2019;331
12 Galicia;7 Torturas e integridad moral;2018;254
12 Galicia;7 Torturas e integridad moral;2017;263
12 Galicia;7 Torturas e integridad moral;2016;202
12 Galicia;7 Torturas e integridad moral;2015;144
12 Galicia;7 Torturas e integridad moral;2014;142
12 Galicia;7 Torturas e integridad moral;2013;151
12 Galicia;7.1 Trato degradante y violencia;2019;323
12 Galicia;7.1 Trato degradante y violencia;2018;252
12 Galicia;7.1 Trato degradante y violencia;2017;261
12 Galicia;7.1 Trato degradante y violencia;2016;193
12 Galicia;7.1 Trato degradante y violencia;2015;140
12 Galicia;7.1 Trato degradante y violencia;2014;134
12 Galicia;7.1 Trato degradante y violencia;2013;144
12 Galicia;7.2 Tortura;2019;4
12 Galicia;7.2 Tortura;2018;2
12 Galicia;7.2 Tortura;2017;2
12 Galicia;7.2 Tortura;2016;9
12 Galicia;7.2 Tortura;2015;4
12 Galicia;7.2 Tortura;2014;8
12 Galicia;7.2 Tortura;2013;7
12 Galicia;7.3 Otros;2019;4
12 Galicia;7.3 Otros;2018;0
12 Galicia;7.3 Otros;2017;0
12 Galicia;7.3 Otros;2016;0
12 Galicia;7.3 Otros;2015;0
12 Galicia;7.3 Otros;2014;0
12 Galicia;7.3 Otros;2013;0
12 Galicia;8 Contra la libertad e indemnidad sexuales;2019;109
12 Galicia;8 Contra la libertad e indemnidad sexuales;2018;78
12 Galicia;8 Contra la libertad e indemnidad sexuales;2017;124
12 Galicia;8 Contra la libertad e indemnidad sexuales;2016;122
12 Galicia;8 Contra la libertad e indemnidad sexuales;2015;92
12 Galicia;8 Contra la libertad e indemnidad sexuales;2014;124
12 Galicia;8 Contra la libertad e indemnidad sexuales;2013;122
12 Galicia;12 Contra las relaciones familiares;2019;292
12 Galicia;12 Contra las relaciones familiares;2018;238
12 Galicia;12 Contra las relaciones familiares;2017;322
12 Galicia;12 Contra las relaciones familiares;2016;360
12 Galicia;12 Contra las relaciones familiares;2015;343
12 Galicia;12 Contra las relaciones familiares;2014;353
12 Galicia;12 Contra las relaciones familiares;2013;298
12 Galicia;12.3 Contra los derechos y deberes familiares;2019;292
12 Galicia;12.3 Contra los derechos y deberes familiares;2018;237
12 Galicia;12.3 Contra los derechos y deberes familiares;2017;322
12 Galicia;12.3 Contra los derechos y deberes familiares;2016;360
12 Galicia;12.3 Contra los derechos y deberes familiares;2015;343
12 Galicia;12.3 Contra los derechos y deberes familiares;2014;352
12 Galicia;12.3 Contra los derechos y deberes familiares;2013;295
12 Galicia;12.3.1 Quebrantamiento de los deberes de custodia;2019;1
12 Galicia;12.3.1 Quebrantamiento de los deberes de custodia;2018;1
12 Galicia;12.3.1 Quebrantamiento de los deberes de custodia;2017;2
12 Galicia;12.3.1 Quebrantamiento de los deberes de custodia;2016;2
12 Galicia;12.3.1 Quebrantamiento de los deberes de custodia;2015;3
12 Galicia;12.3.1 Quebrantamiento de los deberes de custodia;2014;3
12 Galicia;12.3.1 Quebrantamiento de los deberes de custodia;2013;1
12 Galicia;12.3.2 Sustracción de menores;2019;1
12 Galicia;12.3.2 Sustracción de menores;2018;6
12 Galicia;12.3.2 Sustracción de menores;2017;0
12 Galicia;12.3.2 Sustracción de menores;2016;0
12 Galicia;12.3.2 Sustracción de menores;2015;3
12 Galicia;12.3.2 Sustracción de menores;2014;1
12 Galicia;12.3.2 Sustracción de menores;2013;1
12 Galicia;12.3.3 Abandono de familia;2019;290
12 Galicia;12.3.3 Abandono de familia;2018;230
12 Galicia;12.3.3 Abandono de familia;2017;320
12 Galicia;12.3.3 Abandono de familia;2016;358
12 Galicia;12.3.3 Abandono de familia;2015;337
12 Galicia;12.3.3 Abandono de familia;2014;348
12 Galicia;12.3.3 Abandono de familia;2013;293
12 Galicia;12.99 Otros delitos contra las relaciones familiares;2019;0
12 Galicia;12.99 Otros delitos contra las relaciones familiares;2018;1
12 Galicia;12.99 Otros delitos contra las relaciones familiares;2017;0
12 Galicia;12.99 Otros delitos contra las relaciones familiares;2016;0
12 Galicia;12.99 Otros delitos contra las relaciones familiares;2015;0
12 Galicia;12.99 Otros delitos contra las relaciones familiares;2014;1
12 Galicia;12.99 Otros delitos contra las relaciones familiares;2013;3
12 Galicia;13 Contra el patrimonio y el orden socioeconómico;2019;5.772
12 Galicia;13 Contra el patrimonio y el orden socioeconómico;2018;4.548
12 Galicia;13 Contra el patrimonio y el orden socioeconómico;2017;5.642
12 Galicia;13 Contra el patrimonio y el orden socioeconómico;2016;5.120
12 Galicia;13 Contra el patrimonio y el orden socioeconómico;2015;3.306
12 Galicia;13 Contra el patrimonio y el orden socioeconómico;2014;2.976
12 Galicia;13 Contra el patrimonio y el orden socioeconómico;2013;2.660
12 Galicia;13.1 Hurtos;2019;2.691
12 Galicia;13.1 Hurtos;2018;2.060
12 Galicia;13.1 Hurtos;2017;2.363
12 Galicia;13.1 Hurtos;2016;1.965
12 Galicia;13.1 Hurtos;2015;733
12 Galicia;13.1 Hurtos;2014;552
12 Galicia;13.1 Hurtos;2013;448
12 Galicia;13.2 Robos;2019;1.127
12 Galicia;13.2 Robos;2018;900
12 Galicia;13.2 Robos;2017;1.357
12 Galicia;13.2 Robos;2016;1.430
12 Galicia;13.2 Robos;2015;1.432
12 Galicia;13.2 Robos;2014;1.403
12 Galicia;13.2 Robos;2013;1.296
12 Galicia;13.2.1 Robo con violencia;2019;358
12 Galicia;13.2.1 Robo con violencia;2018;248
12 Galicia;13.2.1 Robo con violencia;2017;362
12 Galicia;13.2.1 Robo con violencia;2016;403
12 Galicia;13.2.1 Robo con violencia;2015;376
12 Galicia;13.2.1 Robo con violencia;2014;385
12 Galicia;13.2.1 Robo con violencia;2013;351
12 Galicia;13.2.2 Robo con fuerza;2019;769
12 Galicia;13.2.2 Robo con fuerza;2018;652
12 Galicia;13.2.2 Robo con fuerza;2017;995
12 Galicia;13.2.2 Robo con fuerza;2016;1.027
12 Galicia;13.2.2 Robo con fuerza;2015;1.056
12 Galicia;13.2.2 Robo con fuerza;2014;1.018
12 Galicia;13.2.2 Robo con fuerza;2013;945
12 Galicia;13.4 Robo y hurto de uso de vehículo;2019;68
12 Galicia;13.4 Robo y hurto de uso de vehículo;2018;63
12 Galicia;13.4 Robo y hurto de uso de vehículo;2017;103
12 Galicia;13.4 Robo y hurto de uso de vehículo;2016;66
12 Galicia;13.4 Robo y hurto de uso de vehículo;2015;110
12 Galicia;13.4 Robo y hurto de uso de vehículo;2014;105
12 Galicia;13.4 Robo y hurto de uso de vehículo;2013;119
12 Galicia;13.5 Usurpación;2019;43
12 Galicia;13.5 Usurpación;2018;39
12 Galicia;13.5 Usurpación;2017;42
12 Galicia;13.5 Usurpación;2016;81
12 Galicia;13.5 Usurpación;2015;36
12 Galicia;13.5 Usurpación;2014;36
12 Galicia;13.5 Usurpación;2013;29
12 Galicia;13.6 Defraudaciones;2019;1.040
12 Galicia;13.6 Defraudaciones;2018;859
12 Galicia;13.6 Defraudaciones;2017;1.013
12 Galicia;13.6 Defraudaciones;2016;897
12 Galicia;13.6 Defraudaciones;2015;558
12 Galicia;13.6 Defraudaciones;2014;450
12 Galicia;13.6 Defraudaciones;2013;377
12 Galicia;13.6.1 Estafas;2019;814
12 Galicia;13.6.1 Estafas;2018;686
12 Galicia;13.6.1 Estafas;2017;812
12 Galicia;13.6.1 Estafas;2016;653
12 Galicia;13.6.1 Estafas;2015;393
12 Galicia;13.6.1 Estafas;2014;298
12 Galicia;13.6.1 Estafas;2013;285
12 Galicia;13.6.2 BIS Apropiación indebida;2019;203
12 Galicia;13.6.2 BIS Apropiación indebida;2018;159
12 Galicia;13.6.2 BIS Apropiación indebida;2017;184
12 Galicia;13.6.2 BIS Apropiación indebida;2016;215
12 Galicia;13.6.2 BIS Apropiación indebida;2015;153
12 Galicia;13.6.2 BIS Apropiación indebida;2014;126
12 Galicia;13.6.2 BIS Apropiación indebida;2013;90
12 Galicia;13.6.3 Defraudaciones de fluido eléctrico;2019;23
12 Galicia;13.6.3 Defraudaciones de fluido eléctrico;2018;14
12 Galicia;13.6.3 Defraudaciones de fluido eléctrico;2017;17
12 Galicia;13.6.3 Defraudaciones de fluido eléctrico;2016;29
12 Galicia;13.6.3 Defraudaciones de fluido eléctrico;2015;12
12 Galicia;13.6.3 Defraudaciones de fluido eléctrico;2014;26
12 Galicia;13.6.3 Defraudaciones de fluido eléctrico;2013;2
12 Galicia;13.9 Daños;2019;562
12 Galicia;13.9 Daños;2018;396
12 Galicia;13.9 Daños;2017;520
12 Galicia;13.9 Daños;2016;388
12 Galicia;13.9 Daños;2015;249
12 Galicia;13.9 Daños;2014;237
12 Galicia;13.9 Daños;2013;230
12 Galicia;13.14 Receptación y blanqueo de capitales;2019;150
12 Galicia;13.14 Receptación y blanqueo de capitales;2018;142
12 Galicia;13.14 Receptación y blanqueo de capitales;2017;157
12 Galicia;13.14 Receptación y blanqueo de capitales;2016;176
12 Galicia;13.14 Receptación y blanqueo de capitales;2015;112
12 Galicia;13.14 Receptación y blanqueo de capitales;2014;118
12 Galicia;13.14 Receptación y blanqueo de capitales;2013;92
12 Galicia;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2019;91
12 Galicia;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2018;89
12 Galicia;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2017;87
12 Galicia;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2016;117
12 Galicia;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2015;76
12 Galicia;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2014;75
12 Galicia;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2013;69
12 Galicia;17 Contra la seguridad colectiva;2019;6.181
12 Galicia;17 Contra la seguridad colectiva;2018;5.999
12 Galicia;17 Contra la seguridad colectiva;2017;6.280
12 Galicia;17 Contra la seguridad colectiva;2016;6.203
12 Galicia;17 Contra la seguridad colectiva;2015;6.802
12 Galicia;17 Contra la seguridad colectiva;2014;7.110
12 Galicia;17 Contra la seguridad colectiva;2013;7.481
12 Galicia;17.3 Contra la salud pública;2019;349
12 Galicia;17.3 Contra la salud pública;2018;354
12 Galicia;17.3 Contra la salud pública;2017;412
12 Galicia;17.3 Contra la salud pública;2016;410
12 Galicia;17.3 Contra la salud pública;2015;404
12 Galicia;17.3 Contra la salud pública;2014;431
12 Galicia;17.3 Contra la salud pública;2013;399
12 Galicia;17.4 Contra la seguridad vial;2019;5.784
12 Galicia;17.4 Contra la seguridad vial;2018;5.609
12 Galicia;17.4 Contra la seguridad vial;2017;5.830
12 Galicia;17.4 Contra la seguridad vial;2016;5.741
12 Galicia;17.4 Contra la seguridad vial;2015;6.366
12 Galicia;17.4 Contra la seguridad vial;2014;6.630
12 Galicia;17.4 Contra la seguridad vial;2013;7.039
12 Galicia;17.99 Otros delitos contra la seguridad colectiva;2019;48
12 Galicia;17.99 Otros delitos contra la seguridad colectiva;2018;36
12 Galicia;17.99 Otros delitos contra la seguridad colectiva;2017;38
12 Galicia;17.99 Otros delitos contra la seguridad colectiva;2016;52
12 Galicia;17.99 Otros delitos contra la seguridad colectiva;2015;32
12 Galicia;17.99 Otros delitos contra la seguridad colectiva;2014;49
12 Galicia;17.99 Otros delitos contra la seguridad colectiva;2013;43
12 Galicia;18 Falsedades;2019;278
12 Galicia;18 Falsedades;2018;245
12 Galicia;18 Falsedades;2017;273
12 Galicia;18 Falsedades;2016;392
12 Galicia;18 Falsedades;2015;455
12 Galicia;18 Falsedades;2014;305
12 Galicia;18 Falsedades;2013;266
12 Galicia;18.2 Falsedades documentales;2019;265
12 Galicia;18.2 Falsedades documentales;2018;236
12 Galicia;18.2 Falsedades documentales;2017;258
12 Galicia;18.2 Falsedades documentales;2016;382
12 Galicia;18.2 Falsedades documentales;2015;442
12 Galicia;18.2 Falsedades documentales;2014;295
12 Galicia;18.2 Falsedades documentales;2013;255
12 Galicia;18.2.1 Falsificación documentos públicos;2019;229
12 Galicia;18.2.1 Falsificación documentos públicos;2018;209
12 Galicia;18.2.1 Falsificación documentos públicos;2017;228
12 Galicia;18.2.1 Falsificación documentos públicos;2016;347
12 Galicia;18.2.1 Falsificación documentos públicos;2015;407
12 Galicia;18.2.1 Falsificación documentos públicos;2014;278
12 Galicia;18.2.1 Falsificación documentos públicos;2013;241
12 Galicia;18.2.2 Falsificación documentos privados;2019;32
12 Galicia;18.2.2 Falsificación documentos privados;2018;25
12 Galicia;18.2.2 Falsificación documentos privados;2017;25
12 Galicia;18.2.2 Falsificación documentos privados;2016;31
12 Galicia;18.2.2 Falsificación documentos privados;2015;28
12 Galicia;18.2.2 Falsificación documentos privados;2014;11
12 Galicia;18.2.2 Falsificación documentos privados;2013;8
12 Galicia;18.2.3 Falsificación de certificados;2019;4
12 Galicia;18.2.3 Falsificación de certificados;2018;2
12 Galicia;18.2.3 Falsificación de certificados;2017;3
12 Galicia;18.2.3 Falsificación de certificados;2016;3
12 Galicia;18.2.3 Falsificación de certificados;2015;6
12 Galicia;18.2.3 Falsificación de certificados;2014;2
12 Galicia;18.2.3 Falsificación de certificados;2013;2
12 Galicia;18.2.4 Falsificación de tarjetas de crédito;2019;0
12 Galicia;18.2.4 Falsificación de tarjetas de crédito;2018;0
12 Galicia;18.2.4 Falsificación de tarjetas de crédito;2017;2
12 Galicia;18.2.4 Falsificación de tarjetas de crédito;2016;1
12 Galicia;18.2.4 Falsificación de tarjetas de crédito;2015;1
12 Galicia;18.2.4 Falsificación de tarjetas de crédito;2014;4
12 Galicia;18.2.4 Falsificación de tarjetas de crédito;2013;4
12 Galicia;18.99 Otros delitos de las falsedades;2019;13
12 Galicia;18.99 Otros delitos de las falsedades;2018;9
12 Galicia;18.99 Otros delitos de las falsedades;2017;15
12 Galicia;18.99 Otros delitos de las falsedades;2016;10
12 Galicia;18.99 Otros delitos de las falsedades;2015;13
12 Galicia;18.99 Otros delitos de las falsedades;2014;10
12 Galicia;18.99 Otros delitos de las falsedades;2013;11
12 Galicia;19 Contra la Administración Pública;2019;61
12 Galicia;19 Contra la Administración Pública;2018;41
12 Galicia;19 Contra la Administración Pública;2017;96
12 Galicia;19 Contra la Administración Pública;2016;96
12 Galicia;19 Contra la Administración Pública;2015;107
12 Galicia;19 Contra la Administración Pública;2014;79
12 Galicia;19 Contra la Administración Pública;2013;96
12 Galicia;19.3 Desobediencia y denegación auxilio;2019;51
12 Galicia;19.3 Desobediencia y denegación auxilio;2018;33
12 Galicia;19.3 Desobediencia y denegación auxilio;2017;76
12 Galicia;19.3 Desobediencia y denegación auxilio;2016;85
12 Galicia;19.3 Desobediencia y denegación auxilio;2015;89
12 Galicia;19.3 Desobediencia y denegación auxilio;2014;73
12 Galicia;19.3 Desobediencia y denegación auxilio;2013;86
12 Galicia;19.99 Otros delitos contra la Administración Pública;2019;10
12 Galicia;19.99 Otros delitos contra la Administración Pública;2018;8
12 Galicia;19.99 Otros delitos contra la Administración Pública;2017;20
12 Galicia;19.99 Otros delitos contra la Administración Pública;2016;11
12 Galicia;19.99 Otros delitos contra la Administración Pública;2015;18
12 Galicia;19.99 Otros delitos contra la Administración Pública;2014;6
12 Galicia;19.99 Otros delitos contra la Administración Pública;2013;10
12 Galicia;20 Contra la Administración de Justicia;2019;1.026
12 Galicia;20 Contra la Administración de Justicia;2018;814
12 Galicia;20 Contra la Administración de Justicia;2017;994
12 Galicia;20 Contra la Administración de Justicia;2016;1.001
12 Galicia;20 Contra la Administración de Justicia;2015;1.108
12 Galicia;20 Contra la Administración de Justicia;2014;981
12 Galicia;20 Contra la Administración de Justicia;2013;886
12 Galicia;20.5 Acusación y denuncia falsa;2019;69
12 Galicia;20.5 Acusación y denuncia falsa;2018;49
12 Galicia;20.5 Acusación y denuncia falsa;2017;81
12 Galicia;20.5 Acusación y denuncia falsa;2016;94
12 Galicia;20.5 Acusación y denuncia falsa;2015;141
12 Galicia;20.5 Acusación y denuncia falsa;2014;84
12 Galicia;20.5 Acusación y denuncia falsa;2013;78
12 Galicia;20.5.1 Acusación y denuncias falsas;2019;16
12 Galicia;20.5.1 Acusación y denuncias falsas;2018;20
12 Galicia;20.5.1 Acusación y denuncias falsas;2017;36
12 Galicia;20.5.1 Acusación y denuncias falsas;2016;29
12 Galicia;20.5.1 Acusación y denuncias falsas;2015;37
12 Galicia;20.5.1 Acusación y denuncias falsas;2014;24
12 Galicia;20.5.1 Acusación y denuncias falsas;2013;29
12 Galicia;20.5.2 Simulación del delito;2019;53
